CODERIVOLI;LIBELLEVOIE;TYPEVOIE;LIBELLESEUL;CODEQUARTIER;LIBELLEQUARTIER;NOMQUARTIER;COTE;DEBUT;FIN;CODEPOSTAL
4748;RUE DU JONC;RUE;DU JONC;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4748;RUE DU JONC;RUE;DU JONC;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4750;RUE JOSEPH ABRIA;RUE;JOSEPH ABRIA;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4750;RUE JOSEPH ABRIA;RUE;JOSEPH ABRIA;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4755;RUE JOSEPH AUBE;RUE;JOSEPH AUBÉ;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4755;RUE JOSEPH AUBE;RUE;JOSEPH AUBÉ;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4758;RUE JOSEPH BONNET;RUE;JOSEPH BONNET;07;Quartier 7;Bastide;Impair;0001;9999;33100
4758;RUE JOSEPH BONNET;RUE;JOSEPH BONNET;07;Quartier 7;Bastide;Pair;0002;9998;33100
4759;RUE JOSEPH BRUN;RUE;JOSEPH BRUN;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4759;RUE JOSEPH BRUN;RUE;JOSEPH BRUN;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4760;RUE JOSEPH BRUNET;RUE;JOSEPH BRUNET;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4760;RUE JOSEPH BRUNET;RUE;JOSEPH BRUNET;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4765;RUE JOSEPH DE CARAYON LATOUR;RUE;JOSEPH DE CARAYON LATOUR;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4765;RUE JOSEPH DE CARAYON LATOUR;RUE;JOSEPH DE CARAYON LATOUR;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4770;RUE JOSEPH FAURE;RUE;JOSEPH FAURÉ;07;Quartier 7;Bastide;Impair;0001;9999;33100
4770;RUE JOSEPH FAURE;RUE;JOSEPH FAURÉ;07;Quartier 7;Bastide;Pair;0002;9998;33100
4775;RUE JOSEPH LE BRIX;RUE;JOSEPH LE BRIX;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4775;RUE JOSEPH LE BRIX;RUE;JOSEPH LE BRIX;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4777;RUE JOSEPH LEPINE;RUE;JOSEPH LÉPINE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4777;RUE JOSEPH LEPINE;RUE;JOSEPH LÉPINE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4780;RUE JOSEPH PUJOL;RUE;JOSEPH PUJOL;07;Quartier 7;Bastide;Impair;0001;9999;33100
4780;RUE JOSEPH PUJOL;RUE;JOSEPH PUJOL;07;Quartier 7;Bastide;Pair;0002;9998;33100
4785;RUE JOSEPHINE;RUE;JOSÉPHINE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4785;RUE JOSEPHINE;RUE;JOSÉPHINE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4787;RUE JOSEPHINE BAKER;RUE;JOSÉPHINE BAKER;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4787;RUE JOSEPHINE BAKER;RUE;JOSÉPHINE BAKER;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4790;RUE JOUANNET;RUE;JOUANNET;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4790;RUE JOUANNET;RUE;JOUANNET;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4800;COURS JOURNU AUBER;COURS;JOURNU AUBER;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
4800;COURS JOURNU AUBER;COURS;JOURNU AUBER;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
4810;RUE JUDAIQUE;RUE;JUDAIQUE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4810;RUE JUDAIQUE;RUE;JUDAIQUE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4815;RUE JUDE;RUE;JUDE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4815;RUE JUDE;RUE;JUDE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4820;RUE JULES BADAL;RUE;JULES BADAL;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4820;RUE JULES BADAL;RUE;JULES BADAL;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4825;RUE JULES BETBEDER;RUE;JULES BETBÉDER;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4825;RUE JULES BETBEDER;RUE;JULES BETBÉDER;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4830;RUE JULES DELPIT;RUE;JULES DELPIT;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
4830;RUE JULES DELPIT;RUE;JULES DELPIT;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
4835;RUE JULES DUGAS;RUE;JULES DUGAS;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4835;RUE JULES DUGAS;RUE;JULES DUGAS;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4838;PLACE JULIEN-FERNAND VAUBOURGOIN;PLACE;JULIEN-FERNAND VAUBOURGOIN;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4838;PLACE JULIEN-FERNAND VAUBOURGOIN;PLACE;JULIEN-FERNAND VAUBOURGOIN;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4840;RUE JULES FERRY;RUE;JULES FERRY;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4840;RUE JULES FERRY;RUE;JULES FERRY;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4845;RUE JULES GUESDE;RUE;JULES GUESDE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4845;RUE JULES GUESDE;RUE;JULES GUESDE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4847;COURS JULES LADOUMEGUE;COURS;JULES LADOUMÈGUE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4847;COURS JULES LADOUMEGUE;COURS;JULES LADOUMÈGUE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4850;RUE JULES LEMAITRE;RUE;JULES LEMAITRE;07;Quartier 7;Bastide;Impair;0001;9999;33100
4850;RUE JULES LEMAITRE;RUE;JULES LEMAITRE;07;Quartier 7;Bastide;Pair;0002;9998;33100
4855;RUE JULES MABIT;RUE;JULES MABIT;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4855;RUE JULES MABIT;RUE;JULES MABIT;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4860;RUE JULES MICHELET;RUE;JULES MICHELET;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4860;RUE JULES MICHELET;RUE;JULES MICHELET;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4865;RUE JULES PERRENS;RUE;JULES PERRENS;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4865;RUE JULES PERRENS;RUE;JULES PERRENS;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4870;BOULEVARD JULES SIMON;BOULEVARD;JULES SIMON;07;Quartier 7;Bastide;Impair;0001;9999;33100
4870;BOULEVARD JULES SIMON;BOULEVARD;JULES SIMON;07;Quartier 7;Bastide;Pair;0002;9998;33100
4875;RUE JULES STEEG;RUE;JULES STEEG;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4875;RUE JULES STEEG;RUE;JULES STEEG;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4880;RUE JULES VERNE;RUE;JULES VERNE;07;Quartier 7;Bastide;Impair;0001;9999;33100
4880;RUE JULES VERNE;RUE;JULES VERNE;07;Quartier 7;Bastide;Pair;0002;9998;33100
4885;RUE JULIE;RUE;JULIE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4885;RUE JULIE;RUE;JULIE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4886;RUE JULIEN MANES;RUE;JULIEN MANÈS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
4886;RUE JULIEN MANES;RUE;JULIEN MANÈS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
4890;RUE DE KATER;RUE;DE KATER;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4890;RUE DE KATER;RUE;DE KATER;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4892;IMPASSE DE KATER;IMPASSE;DE KATER;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4892;IMPASSE DE KATER;IMPASSE;DE KATER;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4895;PASSAGE KIESER;PASSAGE;KIÉSER;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4895;PASSAGE KIESER;PASSAGE;KIÉSER;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4897;RUE KIESER;RUE;KIÉSER;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4897;RUE KIESER;RUE;KIÉSER;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4900;RUE KLEBER;RUE;KLÉBER;05;Quartier 5;Nansouty Saint-Genès;Pair;0088;0130;33800
4900;RUE KLEBER;RUE;KLÉBER;05;Quartier 5;Nansouty Saint-Genès;Impair;0097;0141;33800
4900;RUE KLEBER;RUE;KLÉBER;06;Quartier 6;Bordeaux sud;Impair;0003;0093;33800
4900;RUE KLEBER;RUE;KLÉBER;06;Quartier 6;Bordeaux sud;Pair;0002;0086;33800
4901;RUE KLEBER;RUE;KLÉBER;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4901;RUE KLEBER;RUE;KLÉBER;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4905;RUE KYRIE;RUE;KYRIÉ;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
4905;RUE KYRIE;RUE;KYRIÉ;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
4910;RUE LA BOUBEE;RUE;LA BOUBÉE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
4910;RUE LA BOUBEE;RUE;LA BOUBÉE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
4915;AVENUE DE LABARDE;AVENUE;DE LABARDE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4915;AVENUE DE LABARDE;AVENUE;DE LABARDE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4920;RUE LABAT;RUE;LABAT;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4920;RUE LABAT;RUE;LABAT;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4925;RUE LABIRAT;RUE;LABIRAT;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
4925;RUE LABIRAT;RUE;LABIRAT;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
4930;RUE LABOTTIERE;RUE;LABOTTIÈRE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
4930;RUE LABOTTIERE;RUE;LABOTTIÈRE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
4935;IMPASSE LABOTTIERE;IMPASSE;LABOTTIÈRE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
4935;IMPASSE LABOTTIERE;IMPASSE;LABOTTIÈRE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
4940;RUE LABOYE;RUE;LABOYE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33000
4940;RUE LABOYE;RUE;LABOYE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33000
4945;RUE DE LABREDE;RUE;DE LABRÈDE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4945;RUE DE LABREDE;RUE;DE LABRÈDE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4955;RUE DE LACANAU;RUE;DE LACANAU;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4955;RUE DE LACANAU;RUE;DE LACANAU;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4956;RUE DE LACANAU;RUE;DE LACANAU;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4956;RUE DE LACANAU;RUE;DE LACANAU;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4960;RUE DE LACHASSAIGNE;RUE;DE LACHASSAIGNE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4960;RUE DE LACHASSAIGNE;RUE;DE LACHASSAIGNE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4965;CITE LACLAVERIE;CITÉ;LACLAVERIE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4965;CITE LACLAVERIE;CITÉ;LACLAVERIE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4970;RUE LACLOTTE;RUE;LACLOTTE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
4970;RUE LACLOTTE;RUE;LACLOTTE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
4975;RUE LACORNEE;RUE;LACORNÉE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4975;RUE LACORNEE;RUE;LACORNÉE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4980;IMPASSE LACOSTE;IMPASSE;LACOSTE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
4980;IMPASSE LACOSTE;IMPASSE;LACOSTE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
4985;RUE LACOUR;RUE;LACOUR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
4985;RUE LACOUR;RUE;LACOUR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
4990;IMPASSE LACROIX;IMPASSE;LACROIX;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4990;IMPASSE LACROIX;IMPASSE;LACROIX;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4995;RUE LACROIX;RUE;LACROIX;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4995;RUE LACROIX;RUE;LACROIX;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
5000;CITE LACUSSAN;CITÉ;LACUSSAN;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
5000;CITE LACUSSAN;CITÉ;LACUSSAN;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
5005;RUE DE LADOUS;RUE;DE LADOUS;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
5005;RUE DE LADOUS;RUE;DE LADOUS;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
5010;IMPASSE LAFARGUE;IMPASSE;LAFARGUE;07;Quartier 7;Bastide;Pair;0002;9998;33100
5010;IMPASSE LAFARGUE;IMPASSE;LAFARGUE;07;Quartier 7;Bastide;Impair;0001;9999;33100
5015;RUE LAFAURIE DE MONBADON;RUE;LAFAURIE DE MONBADON;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
5015;RUE LAFAURIE DE MONBADON;RUE;LAFAURIE DE MONBADON;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
5020;RUE LAFAYETTE;RUE;LAFAYETTE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
5020;RUE LAFAYETTE;RUE;LAFAYETTE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
5021;ALLEE LAFAYETTE;ALLÉE;LAFAYETTE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
5021;ALLEE LAFAYETTE;ALLÉE;LAFAYETTE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
5025;RUE LAFFITEAU;RUE;LAFFITEAU;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
5025;RUE LAFFITEAU;RUE;LAFFITEAU;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
5030;CHEMIN LAFITTE;CHEMIN;LAFITTE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
5030;CHEMIN LAFITTE;CHEMIN;LAFITTE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
5035;IMPASSE LAFITTE;IMPASSE;LAFITTE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
5035;IMPASSE LAFITTE;IMPASSE;LAFITTE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
5040;CITE LAFON;CITÉ;LAFON;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
5040;CITE LAFON;CITÉ;LAFON;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
5045;IMPASSE LAFON;IMPASSE;LAFON;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
5045;IMPASSE LAFON;IMPASSE;LAFON;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
5050;RUE LAFON;RUE;LAFON;07;Quartier 7;Bastide;Impair;0001;9999;33100
5050;RUE LAFON;RUE;LAFON;07;Quartier 7;Bastide;Pair;0002;9998;33100
5055;IMPASSE LAFONTAINE;IMPASSE;LAFONTAINE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
5055;IMPASSE LAFONTAINE;IMPASSE;LAFONTAINE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
5060;PASSAGE LAFONTAINE;PASSAGE;LAFONTAINE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
5060;PASSAGE LAFONTAINE;PASSAGE;LAFONTAINE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
5065;RUE LAFONTAINE;RUE;LAFONTAINE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
5065;RUE LAFONTAINE;RUE;LAFONTAINE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
5070;IMPASSE LAFORET;IMPASSE;LAFORET;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
5070;IMPASSE LAFORET;IMPASSE;LAFORET;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
5075;RUE LAGEYRE;RUE;LAGEYRE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
5075;RUE LAGEYRE;RUE;LAGEYRE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
5080;RUE LAGRANGE;RUE;LAGRANGE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
5080;RUE LAGRANGE;RUE;LAGRANGE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
5085;RUE LAGRAVEYRE;RUE;LAGRAVEYRE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
5085;RUE LAGRAVEYRE;RUE;LAGRAVEYRE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
5090;IMPASSE LAINE;IMPASSE;LAINÉ;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
5090;IMPASSE LAINE;IMPASSE;LAINÉ;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
5095;PLACE LAINE;PLACE;LAINÉ;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
5095;PLACE LAINE;PLACE;LAINÉ;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
5100;RUE LAJARTE;RUE;LAJARTE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
5100;RUE LAJARTE;RUE;LAJARTE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
5105;RUE LAJAUNIE;RUE;LAJAUNIE;07;Quartier 7;Bastide;Impair;0001;9999;33100
5105;RUE LAJAUNIE;RUE;LAJAUNIE;07;Quartier 7;Bastide;Pair;0002;9998;33100
5115;RUE DE LALANDE;RUE;DE LALANDE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
5115;RUE DE LALANDE;RUE;DE LALANDE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
5120;PASSAGE LALIMENT;PASSAGE;LALIMENT;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
5120;PASSAGE LALIMENT;PASSAGE;LALIMENT;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
5125;RUE LALIMENT;RUE;LALIMENT;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
5125;RUE LALIMENT;RUE;LALIMENT;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
5135;RUE LAMOLINERIE;RUE;LAMOLINERIE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
5135;RUE LAMOLINERIE;RUE;LAMOLINERIE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
5140;RUE LA MOTHE;RUE;LA MOTHE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
5140;RUE LA MOTHE;RUE;LA MOTHE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
5145;RUE LAMOTHE PICHON;RUE;LAMOTHE PICHON;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
5145;RUE LAMOTHE PICHON;RUE;LAMOTHE PICHON;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
5148;RUE DE LA MOTTE PICQUET;RUE;DE LA MOTTE PICQUET;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
5148;RUE DE LA MOTTE PICQUET;RUE;DE LA MOTTE PICQUET;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
5150;RUE LAMOUROUS;RUE;LAMOUROUS;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33000
5150;RUE LAMOUROUS;RUE;LAMOUROUS;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33000
5158;RUE LANA;RUE;LANA;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
5158;RUE LANA;RUE;LANA;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
5160;RUE DE LANDIRAS;RUE;DE LANDIRAS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
5160;RUE DE LANDIRAS;RUE;DE LANDIRAS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
5165;PLACE DE LANGALERIE;PLACE;DE LANGALERIE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
5165;PLACE DE LANGALERIE;PLACE;DE LANGALERIE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
5175;RUE DE LANGON;RUE;DE LANGON;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
5175;RUE DE LANGON;RUE;DE LANGON;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
5177;RUE LA PEROUSE;RUE;LA PÉROUSE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
5177;RUE LA PEROUSE;RUE;LA PÉROUSE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
5180;RUE LAPIE;RUE;LAPIE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
5180;RUE LAPIE;RUE;LAPIE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
5185;RUE LAPLACE;RUE;LAPLACE;07;Quartier 7;Bastide;Pair;0002;9998;33100
5185;RUE LAPLACE;RUE;LAPLACE;07;Quartier 7;Bastide;Impair;0001;9999;33100
5190;RUE LAPLACETTE;RUE;LAPLACETTE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
5190;RUE LAPLACETTE;RUE;LAPLACETTE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
5196;RUE LAPORTE;RUE;LAPORTE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
5196;RUE LAPORTE;RUE;LAPORTE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
5198;RUE DE LA REOLE;RUE;DE LA RÉOLE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
5198;RUE DE LA REOLE;RUE;DE LA RÉOLE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
5200;RUE LARMEE;RUE;LARMÉE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
5200;RUE LARMEE;RUE;LARMÉE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
5205;RUE LAROCHE;RUE;LAROCHE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
5205;RUE LAROCHE;RUE;LAROCHE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
5207;AVENUE DE LAROQUE;AVENUE;DE LAROQUE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
5207;AVENUE DE LAROQUE;AVENUE;DE LAROQUE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
5210;RUE LARTIGUE;RUE;LARTIGUE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
5210;RUE LARTIGUE;RUE;LARTIGUE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
5217;RUE DE LA SEIGLIERE;RUE;DE LA SEIGLIÈRE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
5217;RUE DE LA SEIGLIERE;RUE;DE LA SEIGLIÈRE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
5220;RUE DE LASEPPE;RUE;DE LASEPPE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
5220;RUE DE LASEPPE;RUE;DE LASEPPE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
5223;RUE LASSERRE;RUE;LASSERRE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
5223;RUE LASSERRE;RUE;LASSERRE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
5230;RUE LATESTA;RUE;LATESTA;08;Quartier 8;Caudéran;Pair;0002;9998;33200
5230;RUE LATESTA;RUE;LATESTA;08;Quartier 8;Caudéran;Impair;0001;9999;33200
5234;PASSAGE LATOUR;PASSAGE;LATOUR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
5234;PASSAGE LATOUR;PASSAGE;LATOUR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
5235;RUE LATOUR;RUE;LATOUR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
5235;RUE LATOUR;RUE;LATOUR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
5237;RUE DE LA TOUR D'AUVERGNE;RUE;DE LA TOUR D'AUVERGNE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
5237;RUE DE LA TOUR D'AUVERGNE;RUE;DE LA TOUR D'AUVERGNE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
5238;RUE DE LA TRESNE;RUE;DE LA TRESNE;07;Quartier 7;Bastide;Pair;0002;9998;33100
5238;RUE DE LA TRESNE;RUE;DE LA TRESNE;07;Quartier 7;Bastide;Impair;0001;9999;33100
