GID,GENREV,LIBELLEV,DOMANIAL,CODERIV,MOTD,IDENT,NOMNG,NUMEROFR,NUMEROEU,RHFV_COMMU,CDATE,MDATE
8210,RUE,DE LAGORCE,4,0420T,LAGO,5190055,Rue de Lagorce ,,,4,19950126033500,20070423154000
8211,CHEM,DE LA LAGUNE DE BRANA,4,5021*,LAGU,5190056,Chemin de la Lagune de Brana ,,,4,19950126033500,20070118203600
8212,CHEM,DE LA LAGUNE PLATE,4,0425Y,LAGU,5190057,Chemin de la Lagune Plate ,,,4,19950126033500,20070118203600
8213,ALL,LAMARTINE,4,0428B,LAMA,5190058,Allée Lamartine ,,,4,19950126033500,20070118203600
8214,CHEM,DE LAPEY,4,0430D,LAPE,5190059,Chemin de Lapey ,,,4,19950126033500,20070423154000
8215,ALL,DES FLEURS,6,0334Z,FLEU,5190060,Allée des Fleurs ,,,4,19950126033500,20070118203600
8216,RUE,DE LA LIBERTE,4,0435J,LIBE,5190062,Rue de la Liberté ,,,4,19950126033500,20070423154000
8217,CHEM,DE MACHADEY,4,0440P,MACH,5190068,Chemin de Machadey ,,,4,19950126033500,20070118203600
8218,RUE,DE LA MAISON DES JEUNES,4,0445V,MAIS,5190069,Rue de la Maison des Jeunes ,,,4,19950126033500,20070118203600
8219,RUE,FRANCOIS RANSINANGUE,4,0347N,RANS,5190070,Rue François Ransinangue ,,,4,19950126033500,20070118203600
8220,CHEM,DE MATHYADEUX,4,0450A,MATH,5190072,Chemin de Mathyadeux ,,,4,19950126033500,20070118203600
8221,RUE,MAURICE RAVEL,4,0455F,RAVE,5190073,Rue Maurice Ravel ,,,4,19950126033500,20070423154000
8222,RUE,DU MAYNE,4,0460L,MAYN,5190074,Rue du Mayne ,,,4,19950126033500,20070118203600
8223,AVE,DES MESANGES,4,0465S,MESA,5190075,Avenue des Mésanges ,,,4,19950126033500,20070423154000
8224,PCE,MICHEL REGLADE,4,0468V,REGL,5190076,Place Michel Reglade ,,,4,19950126033500,20070118203600
8225,CHEM,DE MILAVY,V,0470X,MILA,5190077,Chemin de Milavy ,,,4,19950126033500,20070118203600
8226,AVE,MOLIERE,4,0475C,MOLI,5190078,Avenue Molière ,,,4,19950126033500,20070423154000
8227,AVE,MONTAIGNE,4,0480H,MONT,5190079,Avenue Montaigne ,,,4,19950126033500,20070118203600
8228,PCE,MONTESQUIEU,4,0485N,MONT,5190080,Place Montesquieu ,,,4,19950126033500,20070118203600
8229,AVE,MOZART,4,0500E,MOZA,5190081,Avenue Mozart ,,,4,19950126033500,20130205135428
8230,RUE,DE LA PARGAUD,4,,PARG,5190082,Rue de la Pargaud ,,,4,19950126033500,20070118203600
8231,RUE,DE PECHON,4,0515W,PECH,5190084,Rue de Pechon ,,,4,19950126033500,20070118203600
8232,CHEM,DU PETIT HONTANE,4,0389J,HONT,5190085,Chemin du Petit Hontane ,,,4,19950126033500,20070423154000
8233,ALL,DE PEYDEBLANC,4,0520B,PEYD,5190086,Allée de Peydeblanc ,,,4,19950126033500,20070118203600
8234,CHEM,DES PEYREYRES,4,0525G,PEYR,5190087,Chemin des Peyreyres ,,,4,19950126033500,20070118203600
8235,CHEM,DE PEYROUX,4,0530M,PEYR,5190088,Chemin de Peyroux ,,,4,19950126033500,20070118203600
8236,ALL,DES PINS,5,0533R,PINS,5190089,Allée des Pins ,,,4,19950126033500,20070423154000
8237,AVE,DES PINSONS,4,0535T,PINS,5190090,Avenue des Pinsons ,,,4,19950126033500,20070118203600
8238,RUE,DE PLEIN SOLEIL,4,0540Y,PLEI,5190091,Rue de Plein Soleil ,,,4,19950126033500,20070423154000
8239,RUE,DE LA POMPE,4,0543B,POMP,5190092,Rue de la Pompe ,,,4,19950126033500,20070118203600
8240,CHEM,DU POUJEAU,4,0545D,POUJ,5190093,Chemin du Poujeau ,,,4,19950126033500,20070118203600
8241,CHEM,DE PRADIGNA,6,0548G,PRAD,5190094,Chemin de Pradigna ,,,4,19950126033500,20070118203600
7127,ALL,GEORGES BRASSENS,5,1505W,BRAS,3180295,Allée Georges Brassens ,,,15,19950126003700,20070423161500
7128,RUE,GEORGES CLEMENCEAU,4,1510B,CLEM,3180296,Rue Georges Clémenceau ,,,15,19950126003700,20070423161500
7129,AVE,GEORGES PELLETIER,V,1515G,PELL,3180297,Avenue Georges Pelletier ,,,15,19950126003700,20140411093752
7130,RUE,GERARD PHILIPE,4,1523R,PHIL,3180298,Rue Gérard Philipe,,,15,19950126003700,20140117094420
7131,RUE,GOUDARD,6,1525T,GOUD,3180301,Rue Goudard ,,,15,19950126003700,20070118202600
7132,RUE,GOYA,4,1535D,GOYA,3180302,Rue Goya ,,,15,19950126003700,20070423161500
7133,AVE,DE GRADIGNAN,4,1540J,GRAD,3180303,Avenue de Gradignan ,,,15,19950126003700,20070423161500
7134,RUE,DU GRANIT,V,1545P,GRAN,3180304,Rue du Granit ,,,15,19950126003700,20070118202600
7135,RUE,DES GRAVIERES,4,1550V,GRAV,3180305,Rue des Gravières ,,,15,19950126003700,20070118202600
7136,ALL,DES GRILLONS,4,1555A,GRIL,3180306,Allée des Grillons ,,,15,19950126003700,20070423161500
7137,ALL,DES GRIVES,4,1526U,GRIV,3180308,Allée des Grives ,,,15,19950126003700,20070118202600
7138,RUE,GUILLAUME APOLLINAIRE,4,1560F,APOL,3180309,Rue Guillaume Apollinaire ,,,15,19950126003700,20070423161500
7139,RUE,GUITTARD,4,1570S,GUIT,3180310,Rue Guittard ,,,15,19950126003700,20070423161500
7140,RUE,GUIZOT,4,1585H,GUIZ,3180311,Rue Guizot ,,,15,19950126003700,20070118202600
7141,PCE,GUSTAVE CHARPENTIER,4,1587K,CHAR,3180312,Place Gustave Charpentier ,,,15,19950126003700,20070118202600
7142,AVE,GUSTAVE EIFFEL,4,1085P,EIFF,3180313,Avenue Gustave Eiffel ,,,15,19950126003700,20070423161500
7143,RUE,GUSTAVE FLAUBERT,4,1590N,FLAU,3180314,Rue Gustave Flaubert ,,,15,19950126003700,20070118202600
7144,RUE,GUTENBERG,4,1592R,GUTE,3180315,Rue Gutenberg ,,,15,19950126003700,20070118202600
7145,RUE,DE GUYENNE,4,1595U,GUYE,3180317,Rue de Guyenne ,,,15,19950126003700,20070118202600
7146,RUE,HANS CHRISTIAN ANDERSEN,4,1597W,ANDE,3180318,Rue Hans Christian Andersen ,,,15,19950126003700,20070118202600
7147,AVE,DU HAUT LEVEQUE,4,1610K,LEVE,3180320,Avenue du Haut Lévèque,,,15,19950126003700,20140117094420
7148,BD,DU HAUT LIVRAC,4,1620W,LIVR,3180321,Boulevard du Haut Livrac ,,,15,19950126003700,20070118202600
7149,ALL,JACQUELINE AURIOL,5,1714Y,AURI,3180322,Allée Jacqueline Auriol ,,,15,19950126003700,20070118202600
7150,AVE,DU HAUT-BRION,4,1600Z,BRIO,3180323,Avenue du Haut-Brion ,,,15,19950126003700,20070118202600
7151,IMP,DU HAUT-BRION,4,1603C,BRIO,3180324,Impasse du Haut-Brion ,,,15,19950126003700,20070118202600
7152,RUE,DU HAUT-BRION,4,1602B,BRIO,3180325,Rue du Haut-Brion ,,,15,19950126003700,20070423161500
7153,RUE,HECTOR BERLIOZ,4,1630G,BERL,3180326,Rue Hector Berlioz ,,,15,19950126003700,20070118202600
7154,AVE,HECTOR DOMECQ,4,1640T,DOME,3180327,Avenue Hector Domecq ,,,15,19950126003700,20070423161500
7155,ALL,HENRI BARBUSSE,4,1642V,BARB,3180328,Allée Henri Barbusse ,,,15,19950126003700,20070118202600
7156,RUE,HENRI DUNANT,4,1643W,DUNA,3180329,Rue Henri Dunant ,,,15,19950126003700,20070423161500
7157,RUE,HENRI FABRE,4,1645Y,FABR,3180330,Rue Henri Fabre ,,,15,19950126003700,20070118202600
7158,AVE,HENRY FRUGES,4,1650D,FRUG,3180331,Avenue Henry Frugès,,,15,19950126003700,20140226112432
7159,PCE,HENRI GOULINAT,4,1654H,GOUL,3180332,Place Henri Goulinat ,,,15,19950126003700,20070118202600
7160,PCE,HENRI SELLIER,4,1660P,SELL,3180333,Place Henri Sellier ,,,15,19950126003700,20070118202600
7161,AVE,HENRI VIZIOZ,7,1658M,VIZI,3180334,Avenue Henri Vizioz,,,15,19950126003700,20140117094416
7162,RUE,HERBERT GEORGE WELLS,4,1670A,WELL,3180335,Rue Herbert George Wells ,,,15,19950126003700,20070118202600
7163,RUE,HERMAN LEMOINE,4,1680L,LEMO,3180336,Rue Herman Lemoine ,,,15,19950126003700,20130812100736
7164,ALL,DES HERONS,4,,HERO,3180337,Allée des Hérons,,,15,19950126003700,20140117094420
7165,ALL,DES HIBISCUS,4,1683P,HIBI,3180338,Allée des Hibiscus ,,,15,19950126003700,20070118202600
7166,ALL,HIPPOCRATE,4,1686T,HIPP,3180339,Allée Hippocrate ,,,15,19950126003700,20070423161500
7167,RUE,DES HIRONDELLES,4,1685S,HIRO,3180340,Rue des Hirondelles ,,,15,19950126003700,20070423161500
7168,RUE,HOMERE,4,1687U,HOME,3180341,Rue Homère,,,15,19950126003700,20140117094420
7169,PCE,HONORE DE BALZAC,4,1690X,BALZ,3180342,Place Honoré de Balzac ,,,15,19950126003700,20070118202600
7171,RUE,IRENE ET FREDERIC JOLIOT-CURIE,4,,JOLI,3180344,Rue Irène Et Frédéric Joliot-Curie,,,15,19950126003700,20070118202600
7172,RUE,DES IBIS,4,1701J,IBIS,3180345,Rue des Ibis ,,,15,19950126003700,20070423161500
7174,ALL,JACQUES BREL,5,1704M,BREL,3180347,Allée Jacques Brel ,,,15,19950126003700,20070118202600
7175,RUE,JACQUES CARTIER,4,1705N,CART,3180348,Rue Jacques Cartier ,,,15,19950126003700,20070118202600
7176,RUE,JACQUES PREVERT,4,1707R,PREV,3180349,Rue Jacques Prévert ,,,15,19950126003700,20070423161500
7178,RUE,DU JASMIN,4,1708S,JASM,3180351,Rue du Jasmin ,,,15,19950126003700,20070423161500
7179,AVE,JEAN BART,4,1750M,BART,3180352,Avenue Jean Bart ,,,15,19950126003700,20070423161500
7180,PCE,JEAN BONNAFON,4,1755T,BONN,3180353,Place Jean Bonnafon ,,,15,19950126003700,20130812100736
7181,RUE,JEAN CHARCOT,4,1760Y,CHAR,3180354,Rue Jean Charcot ,,,15,19950126003700,20070118202600
7183,AVE,JEAN CORDIER,4,1770J,CORD,3180356,Avenue Jean Cordier ,,,15,19950126003700,20070423161500
7184,ALL,JEAN DE LA FONTAINE,4,1785A,FONT,3180357,Allée Jean de la Fontaine ,,,15,19950126003700,20070118202600
7186,ALL,JEAN GIONO,4,1775P,GION,3180359,Allée Jean Giono ,,,15,19950126003700,20070118202600
7187,ALL,JEAN GIRAUDOUX,4,1790F,GIRA,3180360,Allée Jean Giraudoux ,,,15,19950126003700,20070118202600
7188,AVE,JEAN JAURES,4,1800S,JAUR,3180361,Avenue Jean Jaurès ,,,15,19950126003700,20070423161500
7190,RUE,JEAN MERMOZ,4,1795L,MERM,3180364,Rue Jean Mermoz ,,,15,19950126003700,20070423161500
7191,PCE,JEAN METTE,4,1805X,METT,3180365,Place Jean Mette ,,,15,19950126003700,20070118202700
7192,AVE,JEAN MEYRAUD,4,1810C,MEYR,3180366,Avenue Jean Meyraud ,,,15,19950126003700,20070423161500
7194,RUE,JEAN PERRIN,4,1819M,PERR,3180368,Rue Jean Perrin ,,,15,19950126003700,20070423161500
7195,RUE,JEAN RACINE,4,1830Z,RACI,3180369,Rue Jean Racine ,,,15,19950126003700,20070118202700
7196,PCE,JEAN RUINIER,4,1835E,RUIN,3180370,Place Jean Ruinier ,,,15,19950126003700,20070118202700
7198,RUE,JEAN-BAPTISTE LULLI,V,1740B,LULL,3180372,Rue Jean-Baptiste Lulli ,,,15,19950126003700,20070423161500
7199,RUE,JEAN-JACQUES ROUSSEAU,4,1720E,ROUS,3180373,Rue Jean-Jacques Rousseau ,,,15,19950126003700,20070118202700
7200,RUE,JEAN-PHILIPPE RAMEAU,V,1820N,RAME,3180374,Rue Jean-Philippe Rameau ,,,15,19950126003700,20070423161500
7202,ALL,JEANNERET,4,1838H,JEAN,3180376,Allée Jeanneret ,,,15,19950126003700,20070118202700
7203,RUE,DE LA JONCHERE,5,1836F,JONC,3180377,Rue de la Jonchère,,,15,19950126003700,20140117094420
7205,ALL,JOSEPH LALANDE,4,1840K,LALA,3180379,Allée Joseph Lalande ,,,15,19950126003700,20070118202700
7206,ALL,JOZEREAU,4,1842M,JOZE,3180380,Allée Jozereau ,,,15,19950126003700,20070423161600
7207,RUE,JULES SIEGFRIED,4,1850W,SIEG,3180381,Rue Jules Siegfried ,,,15,19950126003700,20070423161600
7208,RUE,JULES VERNE,4,1860G,VERN,3180382,Rue Jules Verne ,,,15,19950126003700,20070423161600
7210,RUE,KRUGER,4,1880D,KRUG,3180384,Rue Kruger ,,,15,19950126003700,20070118202700
7211,ALL,DE LA BOETIE,7,0479F,BOET,3180385,Allée de la Boétie ,,,15,19950126003700,20070118202700
7212,RUE,DE LA BRUYERE,4,,BRUY,3180386,Rue de la Bruyère ,,,15,19950126003700,20070423161600
7214,RUE,LACORDAIRE,4,1900A,LACO,3180388,Rue Lacordaire ,,,15,19950126003700,20070423161600
7215,AVE,DES LACS,4,1910L,LACS,3180389,Avenue des Lacs ,,,15,19950126003700,20070118202700
7216,BD,DE LADONNE,4,1920X,LADO,3180390,Boulevard de Ladonne ,,,15,19950126003700,20070423161600
7218,RUE,LAFAYETTE,4,1930H,LAFA,3180392,Rue Lafayette ,,,15,19950126003700,20070423161600
7219,CRS,LAMARTINE,4,1960R,LAMA,3180393,Cours Lamartine ,,,15,19950126003700,20070423161600
7220,RUE,DE LANGEAIS,4,1965W,LANG,3180394,Rue de Langeais ,,,15,19950126003700,20070118202700
7222,RUE,LAROUILLAT,4,1970B,LARO,3180396,Rue Larouillat ,,,15,19950126003700,20070423161600
7223,ALL,DES LAURIERS,4,1977J,LAUR,3180397,Allée des Lauriers ,,,15,19950126003700,20070118202700
7224,RUE,LAVOISIER,4,1980M,LAVO,3180398,Rue Lavoisier ,,,15,19950126003700,20070118202700
7226,RUE,LEO DELIBES,4,1995D,DELI,3180400,Rue Léo Delibes ,,,15,19950126003700,20070118202700
8357,RUE,ARMAND LEROI,4,0180U,LERO,5220028,Rue Armand Leroi ,,,21,19950126040100,20070423165700
8358,PCH,D'ARS,4,0195K,ARS,5220029,Petit Chemin d'Ars ,,,21,19950126040100,20080718114208
8360,RUE,AUGUSTE COMTE,4,0210B,COMT,5220031,Rue Auguste Comte ,,,21,19950126040100,20070423165700
8361,RUE,AVISON,4,0220M,AVIS,5220032,Rue Avison ,,,21,19950126040100,20070118203700
8362,RUE,BAHUS,4,0230Y,BAHU,5220033,Rue Bahus ,,,21,19950126040100,20070423165700
8363,RUE,BALZAC,4,,BALZ,5220034,Rue Balzac ,,,21,19950126040100,20070423165700
8364,RUE,BAYARD,4,0250V,BAYA,5220035,Rue Bayard ,,,21,19950126040100,20070118203700
8366,RUE,BEAULIEU,4,0280C,BEAU,5220037,Rue Beaulieu ,,,21,19950126040100,20070118203700
8367,RUE,BENEDIGUES,4,,BENE,5220039,Rue Bénédigues,,,21,19950126040100,20120510113736
8368,RUE,BERTHOME,4,0315R,BERT,5220040,Rue Berthome ,,,21,19950126040100,20070423165700
8369,RUE,BIR HAKEIM,4,0320W,HAKE,5220041,Rue Bir Hakeim ,,,21,19950126040100,20070118203700
8371,RUE,BLANQUI,4,0340T,BLAN,5220043,Rue Blanqui ,,,21,19950126040100,20070423165700
8372,IMP,DES BLEUETS,4,0343W,BLEU,5220044,Impasse des Bleuets ,,,21,19950126040100,20070118203700
8373,RUE,BLUMEREL,4,0430R,BLUM,5220045,Rue Blumerel ,,,21,19950126040100,20070423165700
8375,RUE,BONTEMPS,4,0350D,BONT,5220047,Rue Bontemps,,,21,19950126040100,20120213141644
8376,IMP,BONTEMPS,6,0360P,BONT,5220048,Impasse Bontemps ,,,21,19950126040100,20070118203700
8377,RUE,BOURBAKI,4,0370A,BOUR,5220049,Rue Bourbaki ,,,21,19950126040100,20070423165700
8378,RUE,BOURGES,4,0380L,BOUR,5220051,Rue Bourges ,,,21,19950126040100,20070118203700
8380,RUE,BREMONTIER,4,0390X,BREM,5220053,Rue Brémontier ,,,21,19950126040100,20070423165700
8381,AVE,DE BREUIL,4,0400H,BREU,5220054,Avenue de Breuil ,,,21,19950126040100,20070423165700
8382,IMP,DES BRIQUES,5,0420E,BRIQ,5220055,Impasse des Briques ,,,21,19950126040100,20070118203700
8384,PCE,CAMILLE DESMOULINS,4,0460Y,DESM,5220058,Place Camille Desmoulins ,,,21,19950126040100,20070118203700
8385,RUE,CAMILLE PELLETAN,4,0470J,PELL,5220059,Rue Camille Pelletan ,,,21,19950126040100,20070423165700
8387,ALL,CANDIDE,4,0477S,CAND,5220061,Allée Candide ,,,21,19950126040100,20130812100740
8388,RUE,CARNOT,4,0480V,CARN,5220062,Rue Carnot ,,,21,19950126040100,20070423165700
8389,IMP,CARROS,4,0490F,CARR,5220063,Impasse Carros ,,,21,19950126040100,20070118203700
8390,RUE,DE CAUDERES,4,0500S,CAUD,5220064,Rue de Cauderes ,,,21,19950126040100,20070118203700
8392,RUE,CESAR FRANCK,4,0503V,FRAN,5220066,Rue César Franck ,,,21,19950126040100,20070423165700
8394,PCE,CHARLES DE GAULLE,4,0525U,GAUL,5220068,Place Charles de Gaulle ,,,21,19950126040100,20070118203700
8395,RUE,CHARLES FLOQUET,4,0520N,FLOQ,5220069,Rue Charles Floquet ,,,21,19950126040100,20070423165700
8397,RUE,CHARLES LATERRADE,4,0540K,LATE,5220071,Rue Charles Laterrade ,,,21,19950126040100,20070118203700
8398,RUE,DES CHARMILLES,4,0550W,CHAR,5220072,Rue des Charmilles ,,,21,19950126040100,20070423165700
8399,AVE,DU CHATEAU,4,0560G,CHAT,5220073,Avenue du Château ,,,21,19950126040100,20070118203700
8401,IMP,DE LA CHOCOLATERIE,5,0567P,CHOC,5220075,Impasse de la Chocolaterie ,,,21,19950126040100,20070118203700
8402,PASS,CLEMENT THOMAS,5,0575Y,THOM,5220076,Passage Clément Thomas ,,,21,19950126040100,20070118203700
8404,RUE,CLENIS,4,0580D,CLEN,5220078,Rue Clenis ,,,21,19950126040100,20070118203700
8405,RUE,DU CLOS DU HAUT-CARRE,4,0582F,CARR,5220079,Rue du Clos du Haut-Carre ,,,21,19950126040100,20070118203700
8406,RUE,DU COLONEL MOLL,4,0590P,MOLL,5220080,Rue du Colonel Moll ,,,21,19950126040100,20070423165700
8408,RUE,DU COMMANDANT CHARCOT,4,0605F,CHAR,5220082,Rue du Commandant Charcot ,,,21,19950126040100,20070118203700
8409,RUE,CONDORCET,4,0620X,COND,5220083,Rue Condorcet ,,,21,19950126040100,20070423165700
8410,RUE,DE COULMIERS,4,0630H,COUL,5220084,Rue de Coulmiers ,,,21,19950126040100,20070423165700
8412,RUE,DANGUILHEM,4,0640U,DANG,5220086,Rue Danguilhem ,,,21,19950126040100,20070423165700
8413,RUE,DANTON,4,0650E,DANT,5220087,Rue Danton ,,,21,19950126040100,20070423165700
8414,RUE,DEBUSSY,4,0660R,DEBU,5220088,Rue Debussy ,,,21,19950126040100,20070118203700
8415,IMP,DEDIEU,4,0670B,DEDI,5220089,Impasse Dedieu ,,,21,19950126040100,20070423165700
8417,RUE,DENFERT-ROCHEREAU,4,0690Y,ROCH,5220091,Rue Denfert-Rochereau ,,,21,19950126040100,20070423165700
8418,RUE,DENIS PAPIN,4,0700J,PAPI,5220092,Rue Denis Papin ,,,21,19950126040100,20070423165700
8419,RUE,DESCARTES,4,0705P,DESC,5220093,Rue Descartes ,,,21,19950126040100,20070118203700
8421,RUE,DIDEROT,4,0720F,DIDE,5220095,Rue Diderot ,,,21,19950126040100,20070423165700
8422,RUE,DU DOCTEUR DUPEUX,4,0730S,DUPE,5220096,Rue du Docteur Dupeux ,,,21,19950126040100,20070423165700
8423,RUE,DU DOMAINE DUPLANTIER,4,0740C,DUPL,5220098,Rue du Domaine Duplantier ,,,21,19950126040100,20070423165700
8424,RUE,DOUROUT,4,0750N,DOUR,5220099,Rue Dourout ,,,21,19950126040100,20070423165700
8425,IMP,DOYEN HENRI VIZIOZ,4,0755U,VIZI,5220100,Impasse Doyen Henri Vizioz ,,,21,19950126040100,20070118203700
8426,RUE,DOYEN HENRI VIZIOZ,4,0760Z,VIZI,5220101,Rue Doyen Henri Vizioz ,,,21,19950126040100,20070423165700
8427,RUE,DUBERNAT,4,0770K,DUBE,5220102,Rue Dubernat ,,,21,19950126040100,20080717155412
8428,RUE,DU GUESCLIN,4,,GUES,5220103,Rue du Guesclin ,,,21,19950126040100,20070118203700
8429,CITE,DUPRAT ET DURAND,5,A023T,DURA,5220104,Cité Duprat Et Durand ,,,21,19950126040100,20070118203700
8430,RUE,EDISON,4,0800T,EDIS,5220105,Rue Edison ,,,21,19950126040100,20070423165700
8431,RUE,EDMOND MICHELET,4,0808B,MICH,5220106,Rue Edmond Michelet ,,,21,19950126040100,20070118203700
8432,RUE,EDMOND ROSTAND,4,0810D,ROST,5220107,Rue Edmond Rostand ,,,21,19950126040100,20070423165700
8433,RUE,EDOUARD BRANLY,4,0820P,BRAN,5220108,Rue Edouard Branly ,,,21,19950126040100,20070423165700
8434,RUE,EDOUARD HERRIOT,4,0825V,HERR,5220109,Rue Edouard Herriot ,,,21,19950126040100,20070118203700
8435,RUE,DE L'EGALITE,4,0830A,EGAL,5220110,Rue de l'Egalite ,,,21,19950126040100,20070423165800
8436,RUE,EL-ALAMEIN,4,0850X,ALAM,5220112,Rue El-Alamein ,,,21,19950126040100,20070423165800
8437,RUE,ELISEE RECLUS,4,0860H,RECL,5220113,Rue Elisee Reclus ,,,21,19950126040100,20070423165800
8438,RUE,EMILE COMBES,4,0870U,COMB,5220114,Rue Emile Combes ,,,21,19950126040100,20070423165800
8439,RUE,EMILE LOUBET,4,0880E,LOUB,5220115,Rue Emile Loubet ,,,21,19950126040100,20070118203700
8440,PCE,EMILE ZOLA,4,0888N,ZOLA,5220116,Place Emile Zola ,,,21,19950126040100,20070118203700
8441,RUE,EMILE ZOLA,4,0900B,ZOLA,5220117,Rue Emile Zola ,,,21,19950126040100,20070423165800
8442,RUE,DES EPOUX LESGOURGUES,4,0910M,LESG,5220119,Rue des Epoux Lesgourgues ,,,21,19950126040100,20070423165800
8443,RUE,ERNEST RENAN,4,0920Y,RENA,5220120,Rue Ernest Renan ,,,21,19950126040100,20070118203700
8444,AVE,ESPELETA,4,0930J,ESPE,5220121,Avenue Espeleta ,,,21,19950126040100,20070118203700
8445,RUE,DE L'ESPERANCE,4,0940V,ESPE,5220122,Rue de l'Esperance ,,,21,19950126040100,20070423165800
8446,RUE,ETIENNE DOLET,4,0950F,DOLE,5220123,Rue Etienne Dolet ,,,21,19950126040100,20070423165800
8447,RUE,EUGENE DELACROIX,4,0955L,DELA,5220124,Rue Eugène Delacroix ,,,21,19950126040100,20070118203700
8448,RUE,EUGENE OLIBET,4,0960S,OLIB,5220125,Rue Eugène Olibet ,,,21,19950126040100,20070423165800
8449,RUE,EUGENE ROBIN,4,0970C,ROBI,5220126,Rue Eugène Robin ,,,21,19950126040100,20070118203700
8450,IMP,DE LA FAUVETTE,4,0980N,FAUV,5220127,Impasse de la Fauvette ,,,21,19950126040100,20070118203700
8451,RUE,FELIX FAURE,4,0990Z,FAUR,5220128,Rue Félix Faure ,,,21,19950126040100,20070423165800
8452,RUE,FENELON,5,5003*,FENE,5220129,Rue Fenelon ,,,21,19950126040100,20070118203700
8453,RUE,FERNAND IZER,4,1000K,IZER,5220130,Rue Fernand Izer ,,,21,19950126040100,20070423165800
8454,PASS,FONTAN,4,1010W,FONT,5220131,Passage Fontan ,,,21,19950126040100,20070118203700
8455,ALL,DES FOREURS,4,1020G,FORE,5220132,Allée des Foreurs ,,,21,19950126040100,20070423165800
8456,RUE,FOURCAND,4,1030T,FOUR,5220133,Rue Fourcand ,,,21,19950126040100,20070423165800
8457,RUE,FRANCIS DE PRESSENSE,4,1040D,PRES,5220134,Rue Francis de Pressense ,,,21,19950126040100,20070118203700
9286,RUE,CALYPSO,5,0223U,CALY,5500602,Rue Calypso ,,,13,20040216085100,20130812100740
8458,RUE,FRANCISCO FERRER,4,1050P,FERR,5220135,Rue Francisco Ferrer ,,,21,19950126040100,20070423165800
8459,RUE,FRANCOIS,4,1060A,FRAN,5220136,Rue François ,,,21,19950126040100,20070423165800
8460,IMP,FRANCOIS AUDOUIN,4,1070L,AUDO,5220137,Impasse François Audouin ,,,21,19950126040100,20070118203700
8461,RUE,FRANCOIS COPPEE,4,1080X,COPP,5220138,Rue François Coppee ,,,21,19950126040100,20070423165800
8462,RUE,FRANCOIS RABELAIS,4,1085C,RABE,5220139,Rue François Rabelais ,,,21,19950126040100,20070118203700
8463,PCE,FRANKLIN,4,1090H,FRAN,5220140,Place Franklin ,,,21,19950126040100,20070118203700
8464,RUE,DE LA FRATERNITE,4,1100U,FRAT,5220141,Rue de la Fraternité ,,,21,19950126040100,20070423165800
8466,RUE,FREDERIC SEVENE,4,1110E,SEVE,5220143,Rue Frédéric Sevene ,,,21,19950126040100,20070423165800
8467,RUE,DE FREYCINET,4,1130B,FREY,5220144,Rue de Freycinet ,,,21,19950126040100,20070118203700
8468,RUE,GABRIEL FAURE,4,1140M,FAUR,5220145,Rue Gabriel Faure ,,,21,19950126040100,20070423165800
8470,AVE,DE LA GARE,4,1160J,GARE,5220147,Avenue de la Gare ,,,21,19950126040100,20070118203700
8471,CHEM,GASTON,6,1170V,GAST,5220148,Chemin Gaston ,,,21,19950126040100,20070118203700
8472,RUE,GAY,4,1180F,GAY,5220149,Rue Gay ,,,21,19950126040100,20070118203700
8474,RUE,DU GENERAL BORDAS,4,1200C,BORD,5220151,Rue du Général Bordas ,,,21,19950126040100,20070118203700
8475,RUE,DU GENERAL CHANZY,4,1210N,CHAN,5220152,Rue du Général Chanzy ,,,21,19950126040100,20070423165800
8476,RUE,DU GENERAL MARGUERITTE,4,1220Z,MARG,5220153,Rue du Général Margueritte ,,,21,19950126040100,20070423165800
8478,RUE,DU GENERAL SARRAIL,4,1240W,SARR,5220155,Rue du Général Sarrail ,,,21,19950126040100,20070423165800
8479,BD,GEORGE V,4,1280P,GEOR,5220156,Boulevard George V ,,,21,19950126040100,20070423165800
8480,RUE,GEORGES BIZET,4,1250G,BIZE,5220157,Rue Georges Bizet ,,,21,19950126040100,20070423165800
8482,AVE,GEORGES CLEMENCEAU,4,1260T,CLEM,5220159,Avenue Georges Clémenceau ,,,21,19950126040100,20070423165800
8483,RUE,GEORGES DENEY,4,1270D,DENE,5220160,Rue Georges Deney ,,,21,19950126040100,20070118203700
8485,RUE,GEORGES POMPIDOU,4,1252J,POMP,5220162,Rue Georges Pompidou ,,,21,19950126040100,20070118203700
8486,RUE,GERARD BLOT,4,1290A,BLOT,5220163,Rue Gerard Blot ,,,21,19950126040100,20070423165800
8487,RUE,GUILLAUME BOUE,4,1300L,BOUE,5220164,Rue Guillaume Boue ,,,21,19950126040100,20070423165800
8488,RUE,GUTENBERG,4,1310X,GUTE,5220165,Rue Gutenberg ,,,21,19950126040100,20070423165800
