GID,IDENT,NUMERO,NUMERO_X,NUMERO_Y,NUMERO_O,POP_MUN,POP_CAP,POP_TOT,POP_SDC,NB_LOG_P,NB_LOG_S,NB_LOG_O,NB_LOG_V,NB_LOG_T,CDATE,MDATE
601,550CO04,CO04,1417102.76,4181153.76,0,77,0,77,77,29,0,0,1,30,19951116143900,20060905225500
602,550CO09,CO09,1417074.98,4181337.39,0,132,0,132,132,51,0,1,1,53,19951116143900,20060905225500
603,550CO03,CO03,1417200.27,4181257.91,0,51,0,51,51,21,0,0,0,21,19951116143900,20060905225500
604,550CN01,CN01,1416460.2,4181312.7,0,257,0,257,257,94,0,0,3,97,19951116144500,20060905225500
605,550CN03,CN03,1416213.4,4180946.68,0,218,0,218,218,67,0,0,0,67,19951116144500,20060905225500
254,522BN07,BN07,1415080.54,4184023.73,0,30,67,97,35,11,0,0,0,11,19951113144900,20060905225400
255,522AD10,AD10,1415186.3,4184352.67,0,371,310,681,383,165,0,0,6,171,19951113144900,20060905225400
256,522AD08,AD08,1415314.63,4184435.59,0,0,0,0,0,0,0,0,0,0,19951113144900,20060905225400
257,522AD05,AD05,1415468.93,4184283.28,0,0,0,0,0,0,0,0,0,0,19951113144900,20060905225400
258,522AD01,AD01,1414942.26,4184918.16,0,538,0,538,538,2,0,0,0,2,19951113145000,20060905225400
259,522AD02,AD02,1415171.25,4184944.18,0,147,0,147,147,2,0,0,0,2,19951113145000,20060905225400
260,522AD03,AD03,1415140.93,4184858.84,0,1,0,1,1,1,0,0,0,1,19951113145000,20060905225400
261,522BC01,BC01,1415914.24,4184221.01,0,44,109,153,44,20,0,0,0,20,19951113145700,20060905225400
262,522BC09,BC09,1416051.89,4184079.39,0,51,0,51,51,26,0,0,1,27,19951113145800,20060905225400
263,522BC08,BC08,1416099.36,4184027.97,0,48,0,48,48,18,0,0,1,19,19951113145800,20060905225400
264,522BC07,BC07,1416157.93,4184008.91,0,27,0,27,27,13,0,0,1,14,19951113145800,20060905225400
265,522BC05,BC05,1416244.17,4184043.82,0,94,0,94,94,33,0,0,2,35,19951113145800,20060905225400
266,522BC10,BC10,1416162.09,4184130.99,0,11,0,11,11,5,0,0,0,5,19951113145800,20060905225400
267,522BP01,BP01,1415623.44,4184067.93,0,165,0,165,165,95,1,1,5,102,19951113150600,20060905225400
268,522BP02,BP02,1415688.12,4183991.11,0,114,0,114,114,66,0,1,6,73,19951113150600,20060905225400
269,522BP03,BP03,1415731.13,4183926.92,0,42,0,42,42,18,0,0,0,18,19951113150600,20060905225400
388,039AN05,AN05,1417870.31,4184742.19,0,64,0,64,64,33,0,0,1,34,19951114111000,20060905225400
22,522AI09,AI09,1415310.54,4185889.81,26.6,42,0,42,42,30,0,2,4,36,19951110144300,20060905225400
23,522AH01,AH01,1414567.45,4185775.94,0,72,0,72,72,33,0,0,3,36,19951110145700,20060905225400
24,522AO06,AO06,1415719.93,4186071.11,0,3,0,3,3,1,0,1,1,3,19951110151100,20060905225400
25,522AS12,AS12,1416839.95,4185468.13,0,41,0,41,41,18,0,0,0,18,19951110152500,20060905225400
26,522AS05,AS05,1416998.56,4185847.75,0,57,0,57,57,31,0,0,2,33,19951110153100,20060905225400
27,522AN03,AN03,1416531.16,4185946.28,0,48,0,48,48,23,0,1,3,27,19951110153700,20060905225400
28,522AR31,AR31,1416736.78,4186008.8,349.9,132,0,132,132,74,0,0,7,81,19951110154500,20060905225400
29,522AR13,AR13,1416394.65,4186073.19,0,41,0,41,41,19,1,0,1,21,19951110160100,20060905225400
30,522AO04,AO04,1416068.37,4186101.69,0,106,0,106,106,51,0,0,3,54,19951110160800,20060905225400
31,522AP18,AP18,1416229.91,4186450.84,0,147,0,147,147,74,2,1,5,82,19951110161900,20060905225400
32,522AP01,AP01,1415940.64,4186503.81,0,202,0,202,202,143,5,3,5,156,19951110162100,20060905225400
33,522AE02,AE02,1415054.22,4185009.96,0,288,0,288,288,259,0,6,13,278,19951110164300,20060905225400
34,522BO09,BO09,1415522.82,4184306.17,0,251,0,251,251,129,0,0,4,133,19951110165700,20060905225400
54,522AC01,AC01,1415643.2,4184917.24,0,148,0,148,148,96,0,4,11,111,19951113114500,20060905225400
91,522AN23,AN23,1416071.46,4185735.8,0,41,0,41,41,20,1,0,0,21,19951113114500,20060905225400
92,522AN01,AN01,1416330.34,4185864.8,0,337,0,337,337,279,0,12,17,308,19951113114500,20060905225400
93,522AN02,AN02,1416364.77,4185957.35,0,120,0,120,120,82,2,3,11,98,19951113114500,20060905225400
94,522AR12,AR12,1416386.22,4186025.24,0,33,0,33,33,16,1,0,1,18,19951113114500,20060905225400
95,522AK10,AK10,1415687.43,4185848.01,0,160,0,160,160,92,1,0,17,110,19951113114500,20060905225400
96,522AK03,AK03,1415853.95,4185851.36,0,172,0,172,172,84,0,3,10,97,19951113114500,20060905225400
97,522AK06,AK06,1415686.08,4185694.34,0,64,0,64,64,24,0,0,3,27,19951113114500,20060905225400
98,522AK08,AK08,1415374.9,4185625.02,0,185,0,185,185,76,4,3,20,103,19951113114500,20060905225400
99,522AK07,AK07,1415549.6,4185649.11,0,42,14,56,42,20,0,0,2,22,19951113114500,20060905225400
100,522AL04,AL04,1415807.01,4185444.32,0,353,0,353,353,188,0,0,15,203,19951113114500,20060905225400
101,522AL01,AL01,1415472.35,4185221.2,0,351,0,351,351,189,0,4,25,218,19951113114500,20060905225400
102,522AI10,AI10,1415193.69,4185756.14,0,82,0,82,82,51,0,0,5,56,19951113114500,20060905225400
103,522AI14,AI14,1415363.49,4185877.22,0,84,0,84,84,68,1,0,9,78,19951113114500,20060905225400
104,522AI08,AI08,1415182.63,4185850.28,24.3,53,0,53,53,21,1,0,4,26,19951113114500,20060905225400
105,522AI06,AI06,1415216.38,4185986.62,0,26,0,26,26,11,2,0,1,14,19951113114500,20060905225400
106,522AI07,AI07,1415098.45,4186048.48,0,1,0,1,1,1,0,0,0,1,19951113114500,20060905225400
107,522AI01,AI01,1415289.76,4186139.66,0,152,0,152,152,95,0,2,24,121,19951113114500,20060905225400
387,039AN19,AN19,1417904.11,4184639.55,0,42,0,42,42,15,0,0,0,15,19951114111000,20060905225400
759,550BS07,BS07,1417325.19,4179547.6,35.1,0,0,0,0,0,0,0,0,0,19951117094100,20060905225500
760,550BS06,BS06,1417354.1,4179605.21,0,69,0,69,69,30,0,0,0,30,19951117094200,20060905225500
90,522AN17,AN17,1416249.55,4185780.66,0,141,0,141,141,87,0,4,9,100,19951113114500,20060905225400
743,550BY23,BY23,1416612.54,4179796.57,0,33,0,33,33,14,0,0,0,14,19951117093300,20060905225500
744,550BY22,BY22,1416584.86,4179764.03,337.9,0,0,0,0,0,0,0,0,0,19951117093300,20060905225500
745,550BY21,BY21,1416591.05,4179701.54,0,37,0,37,37,16,0,0,0,16,19951117093300,20060905225500
746,550BY20,BY20,1416670.47,4179683.92,0,135,0,135,135,39,0,0,0,39,19951117093300,20060905225500
747,550BY26,BY26,1416571.6,4179598.3,0,158,0,158,158,86,0,0,23,109,19951117093300,20060905225500
748,550BY19,BY19,1416556.49,4179427.59,0,208,0,208,208,64,0,0,0,64,19951117093300,20060905225500
749,550BT08,BT08,1417018.57,4179534.19,0,59,0,59,59,25,0,0,0,25,19951117093800,20060905225500
750,550BT06,BT06,1417142.04,4179321.47,0,109,0,109,109,46,1,0,1,48,19951117093800,20060905225500
751,550BT09,BT09,1417094.25,4179494.48,0,49,0,49,49,23,0,0,0,23,19951117094000,20060905225500
752,550BT02,BT02,1417245.7,4179427.41,0,44,0,44,44,14,0,0,0,14,19951117094100,20060905225500
753,550BT03,BT03,1417340.16,4179420.42,0,0,0,0,0,0,0,0,0,0,19951117094100,20060905225500
754,550BT05,BT05,1417257.33,4179347.17,0,43,0,43,43,16,0,0,0,16,19951117094100,20060905225500
755,550BT04,BT04,1417351.76,4179338.13,0,63,0,63,63,25,0,0,2,27,19951117094100,20060905225500
756,550BS04,BS04,1417441.01,4179440.08,0,58,0,58,58,25,0,0,1,26,19951117094100,20060905225500
757,550BS05,BS05,1417281.41,4179515.45,0,64,0,64,64,27,0,0,0,27,19951117094100,20060905225500
758,550BS01,BS01,1417233.34,4179657.64,0,100,0,100,100,42,0,0,0,42,19951117094100,20060905225500
1830,063DU12,DU12,1417413.21,4187367.8,273.6,83,0,83,83,58,0,1,10,69,19951128115700,20060905225600
171,522AT02,AT02,1417127.29,4185436.46,0,44,0,44,44,20,0,0,2,22,19951113114500,20060905225400
172,522AT03,AT03,1417199.78,4185446.84,0,132,0,132,132,103,1,7,10,121,19951113114500,20060905225400
173,522AT04,AT04,1417275.45,4185460.35,0,47,0,47,47,24,0,0,2,26,19951113114500,20060905225400
174,522AT06,AT06,1417339.74,4185433.02,0,19,0,19,19,8,0,0,1,9,19951113114500,20060905225400
175,522AS19,AS19,1417171,4185612.51,0,43,0,43,43,20,1,0,4,25,19951113114500,20060905225400
176,522AS08,AS08,1417257.81,4185614.74,280.2,41,0,41,41,23,0,0,3,26,19951113114500,20060905225400
177,522AS21,AS21,1417305.28,4185590.53,0,38,0,38,38,19,0,1,10,30,19951113114500,20060905225400
178,522AS09,AS09,1417186.43,4185546.74,0,47,0,47,47,20,0,0,5,25,19951113114500,20060905225400
179,522AK11,AK11,1415532.81,4185754.02,18.2,53,0,53,53,21,0,1,2,24,19951113114500,20060905225400
180,522AK12,AK12,1415519.81,4185793.28,27,46,0,46,46,17,0,0,3,20,19951113114500,20060905225400
181,522AI04,AI04,1415191.9,4186124.95,299.1,10,0,10,10,7,0,0,0,7,19951113114500,20060905225400
182,522AI15,AI15,1415435.1,4186056.48,0,38,0,38,38,19,0,0,1,20,19951113114500,20060905225400
183,522AI16,AI16,1415400.54,4186109.31,0,33,0,33,33,18,0,1,0,19,19951113114500,20060905225400
184,522AN22,AN22,1416015.69,4185765.1,0,72,0,72,72,27,1,0,0,28,19951113114500,20060905225400
185,522AN12,AN12,1415958.04,4185764,0,43,0,43,43,21,0,0,0,21,19951113114500,20060905225400
186,522AN14,AN14,1416010.18,4185867.61,0,76,0,76,76,38,0,0,1,39,19951113114500,20060905225400
187,522AN15,AN15,1416076.05,4185894.24,0,33,0,33,33,17,0,0,2,19,19951113114500,20060905225400
188,522AK02,AK02,1415824.79,4185994.09,0,32,0,32,32,13,0,0,7,20,19951113114500,20060905225400
189,522AO07,AO07,1415786.26,4186135.08,29,23,0,23,23,14,0,0,4,18,19951113114500,20060905225400
190,522AO17,AO17,1415905.27,4186213.56,0,63,0,63,63,25,1,0,7,33,19951113114500,20060905225400
191,522AO16,AO16,1415943.35,4186174.8,0,31,0,31,31,16,0,1,4,21,19951113114500,20060905225400
215,522AP19,AP19,1416269.64,4186600.96,0,61,0,61,61,29,0,1,3,33,19951113114500,20060905225400
216,522AP11,AP11,1416471.24,4186564.54,83.3,4,0,4,4,3,0,0,0,3,19951113114500,20060905225400
35,522AT22,AT22,1417319.45,4185093.23,0,108,0,108,108,74,1,1,10,86,19951113102500,20060905225400
36,522AV01,AV01,1417191.71,4184885.79,0,72,42,114,82,33,0,1,0,34,19951113102800,20060905225400
37,522AV02,AV02,1417305.03,4184705.37,0,179,0,179,179,45,0,0,3,48,19951113103700,20060905225400
38,522AW04,AW04,1417107.12,4184571.74,0,459,0,459,459,233,4,2,32,271,19951113104100,20060905225400
39,522AW03,AW03,1416942.67,4184845.48,0,56,0,56,56,25,0,0,2,27,19951113105700,20060905225400
40,522AZ05,AZ05,1416652.2,4184478.13,0,112,0,112,112,85,0,0,3,88,19951113112500,20060905225400
41,522AB08,AB08,1416259.69,4184945.12,0,63,0,63,63,23,1,0,0,24,19951113113300,20060905225400
42,522AB07,AB07,1416342.83,4184912.92,0,60,0,60,60,27,0,0,1,28,19951113113600,20060905225400
43,522AB13,AB13,1416492.27,4184903.74,0,0,0,0,0,0,0,0,0,0,19951113113900,20060905225400
44,522AB12,AB12,1416516.35,4184957.03,0,42,0,42,42,19,0,0,1,20,19951113114100,20060905225400
45,522AB05,AB05,1416454.64,4184777.99,0,29,0,29,29,17,0,1,0,18,19951113114100,20060905225400
46,522AB04,AB04,1416566.46,4184821.59,0,150,0,150,150,73,0,1,3,77,19951113114100,20060905225400
47,522AB09,AB09,1416309.4,4185050.14,0,0,0,0,0,0,0,0,0,0,19951113114200,20060905225400
48,522AB02,AB02,1416444.89,4185118.75,0,98,0,98,98,43,0,2,0,45,19951113114300,20060905225400
49,522AB01,AB01,1416138.76,4185064.12,0,96,0,96,96,44,1,0,10,55,19951113114300,20060905225400
50,522AT19,AT19,1417040.15,4185012.26,0,370,0,370,370,185,5,2,20,212,19951113114400,20060905225400
51,522AT23,AT23,1417235.68,4185053.04,0,59,0,59,59,24,1,1,1,27,19951113114400,20060905225400
52,522AT12,AT12,1416861.37,4185265.65,0,84,0,84,84,29,0,1,0,30,19951113114400,20060905225400
53,522AT11,AT11,1416765.4,4185269.64,0,69,0,69,69,31,0,1,1,33,19951113114400,20060905225400
73,522AZ19,AZ19,1416165.37,4184581.75,296.7,310,0,310,310,129,0,0,12,141,19951113114500,20060905225400
813,550AW02,AW02,1420566,4180893.01,0,93,0,93,93,34,0,2,1,37,19951117140200,20060905225500
814,550AZ01,AZ01,1419400.45,4181141.27,0,71,0,71,71,25,0,0,2,27,19951117145300,20060905225500
815,550AZ02,AZ02,1419530.56,4181077.73,0,95,0,95,95,34,0,0,0,34,19951117145400,20060905225500
816,550AZ03,AZ03,1419764.18,4181032.78,0,90,0,90,90,35,0,0,2,37,19951117145400,20060905225500
817,550AZ07,AZ07,1420076.6,4180854.54,0,40,0,40,40,14,0,0,0,14,19951117145400,20060905225500
818,550BC06,BC06,1418765.66,4181145.82,0,18,0,18,18,6,0,0,0,6,19951117150500,20060905225500
819,550BC02,BC02,1418973.87,4181315.61,0,0,0,0,0,0,0,0,0,0,19951117150700,20060905225500
820,550BC03,BC03,1419180.23,4181274.81,0,1,0,1,1,1,0,0,0,1,19951117150700,20060905225500
821,550AP02,AP02,1418970.02,4181791.5,0,2,0,2,2,1,0,0,0,1,19951117152700,20060905225500
989,192AO11,AO11,1412197.37,4179684.19,0,40,0,40,40,12,0,0,0,12,19951122151600,20060905225500
990,192AO13,AO13,1412420.19,4179744.05,89.1,21,0,21,21,8,0,0,1,9,19951122151600,20060905225500
991,192AO14,AO14,1412436.66,4179801.22,0,25,0,25,25,11,0,0,0,11,19951122151600,20060905225500
992,192AO20,AO20,1412321.93,4179377.18,0,31,0,31,31,10,0,0,0,10,19951122151700,20060905225500
993,192AO19,AO19,1412471.21,4179419.18,0,36,0,36,36,13,0,0,1,14,19951122151700,20060905225500
994,192AO17,AO17,1412652.85,4179756.01,0,51,0,51,51,23,0,0,1,24,19951122151700,20060905225500
995,192AO16,AO16,1412581.39,4179943.44,0,102,0,102,102,33,0,0,2,35,19951122151700,20060905225500
55,522BO11,BO11,1415499.89,4184530.46,0,116,0,116,116,65,1,0,11,77,19951113114500,20060905225400
909,192BL02,BL02,1414730.09,4181897.58,0,351,0,351,351,163,0,1,2,166,19951121135300,20060905225500
910,192AT27,AT27,1414115.02,4181141.74,0,25,0,25,25,9,0,1,1,11,19951122102600,20060905225500
389,039AN06,AN06,1418023.37,4184789.42,0,109,0,109,109,42,0,0,2,44,19951114111100,20060905225400
390,039AN07,AN07,1418038.42,4184725.11,0,63,0,63,63,28,0,0,2,30,19951114111100,20060905225400
391,039AN08,AN08,1418116.18,4184691.47,0,114,0,114,114,47,0,0,5,52,19951114111100,20060905225400
392,039AN09,AN09,1418068.37,4184579.14,0,84,0,84,84,33,0,0,2,35,19951114111100,20060905225400
393,039AN10,AN10,1418111.63,4184516.92,31.8,28,0,28,28,12,0,0,3,15,19951114111100,20060905225400
394,039AN11,AN11,1418160.99,4184460.38,0,74,0,74,74,32,0,0,3,35,19951114111100,20060905225400
395,039AO01,AO01,1417823.77,4184191.82,0,147,0,147,147,60,0,1,7,68,19951114112900,20060905225400
396,039AO10,AO10,1417701.24,4184066.27,0,24,0,24,24,15,0,0,0,15,19951114112900,20060905225400
397,039AO11,AO11,1417782.85,4184075.96,0,22,0,22,22,10,0,0,0,10,19951114112900,20060905225400
398,039AO08,AO08,1417908.67,4183982.93,0,123,0,123,123,45,0,0,1,46,19951114112900,20060905225400
399,039AO07,AO07,1418076.75,4183962.37,0,168,0,168,168,67,0,0,4,71,19951114112900,20060905225400
400,039AO06,AO06,1418188.81,4183883.34,0,38,0,38,38,16,0,0,0,16,19951114112900,20060905225400
401,039AO05,AO05,1418145.47,4184084.93,0,78,0,78,78,36,0,0,2,38,19951114112900,20060905225400
402,039AO04,AO04,1418161.79,4184166.32,0,125,0,125,125,58,0,3,5,66,19951114112900,20060905225400
403,039AO02,AO02,1418093.71,4184314.36,0,70,0,70,70,32,0,0,6,38,19951114112900,20060905225400
404,039AO03,AO03,1418228.86,4184297.57,0,118,0,118,118,47,1,0,2,50,19951114113000,20060905225400
405,039AP10,AP10,1418343.72,4184041.57,0,34,0,34,34,18,0,0,0,18,19951114122000,20060905225400
406,039AP11,AP11,1418360.06,4184124.69,0,62,0,62,62,28,0,0,0,28,19951114122000,20060905225400
407,039AP12,AP12,1418376.29,4184195.67,0,34,0,34,34,14,0,0,0,14,19951114122000,20060905225400
674,550BZ14,BZ14,1415931.7,4180077.42,0,20,0,20,20,10,0,0,0,10,19951116160300,20060905225500
955,192BM02,BM02,1415282.57,4180991.53,0,190,0,190,190,85,0,1,4,90,19951122094800,20060905225500
956,192BN03,BN03,1414898.59,4181083.49,0,197,0,197,197,76,0,0,0,76,19951122094600,20060905225500
957,192BK03,BK03,1415835.99,4181746.13,0,207,0,207,207,91,0,0,4,95,19951121151400,20060905225500
958,192CS10,CS10,1413507.14,4181675.27,0,42,0,42,42,15,1,0,0,16,19951122113900,20060905225500
959,192AE14,AE14,1415468.64,4181449.36,0,19,0,19,19,9,0,0,1,10,19951121155500,20060905225500
960,192BM01,BM01,1415180.09,4181141.79,0,16,0,16,16,5,1,0,0,6,19951122094800,20060905225500
961,192BZ01,BZ01,1411641.35,4181437.5,0,10,0,10,10,10,0,1,0,11,19951122120100,20060905225500
962,192CH12,CH12,1413725.58,4181632.83,0,52,0,52,52,18,1,0,0,19,19951122113000,20060905225500
980,192BY01,BY01,1411728.54,4181024.76,0,81,0,81,81,27,0,1,1,29,19951122122300,20060905225500
981,192BY02,BY02,1411812.2,4180539.44,0,140,0,140,140,49,0,1,0,50,19951122122300,20060905225500
982,192BY03,BY03,1411956.1,4180604.63,295,21,0,21,21,10,0,0,0,10,19951122122300,20060905225500
860,550BK04,BK04,1419340.27,4180270.84,291.7,0,0,0,0,0,0,0,0,0,19951120094000,20060905225500
861,550BK07,BK07,1419023.66,4180410.98,0,581,0,581,581,161,0,1,1,163,19951120094100,20091118174016
862,550BK08,BK08,1418801.08,4180270.43,0,0,0,0,0,0,0,0,0,0,19951120094200,20060905225500
863,550BK02,BK02,1419262.25,4180484.97,0,0,0,0,0,0,0,0,0,0,19951120094300,20060905225500
864,550BM05,BM05,1418655.91,4180035.08,0,79,0,79,79,26,0,0,0,26,19951120101100,20060905225500
865,550BM10,BM10,1418913.21,4179971.2,0,446,0,446,446,170,2,3,3,178,19951120101200,20060905225500
866,550BM02,BM02,1418984.34,4179868.83,315.8,0,0,0,0,0,0,0,0,0,19951120101200,20060905225500
867,550BM03,BM03,1418914.33,4179865.38,0,37,0,37,37,17,0,0,0,17,19951120101200,20060905225500
868,550BM04,BM04,1418841.98,4179814.64,0,45,0,45,45,18,0,0,0,18,19951120101200,20060905225500
869,550BM08,BM08,1419159.45,4180053.27,0,2,0,2,2,2,0,0,0,2,19951120101200,20060905225500
870,550BL06,BL06,1418325.84,4180249.85,0,470,0,470,470,158,3,0,6,167,19951120102000,20060905225500
871,550BL03,BL03,1418227.44,4179978.46,0,30,0,30,30,11,0,0,0,11,19951120102100,20060905225500
872,550BL08,BL08,1418584.08,4180453,0,129,0,129,129,39,0,0,1,40,19951120102100,20060905225500
535,550AB05,AB05,1417487.66,4184145.16,0,29,0,29,29,11,0,1,1,13,19951115134900,20060905225400
536,550AB06,AB06,1417309.36,4184201.49,0,18,0,18,18,8,0,0,0,8,19951115135100,20060905225400
537,550AB04,AB04,1417475.21,4184193.59,0,63,0,63,63,26,0,0,2,28,19951115135100,20060905225400
538,550AB03,AB03,1417395.26,4184261.95,0,71,0,71,71,35,0,0,1,36,19951115135100,20060905225400
539,550AB02,AB02,1417416.87,4184337.47,0,72,0,72,72,35,0,0,3,38,19951115135100,20060905225400
540,550AB01,AB01,1417430.89,4184467.83,0,141,0,141,141,56,0,0,0,56,19951115135200,20060905225400
541,550AC01,AC01,1417366.24,4183891.7,0,29,134,163,33,6,0,0,0,6,19951115135600,20060905225400
542,550AE02,AE02,1416669.34,4183319.49,0,80,0,80,80,34,0,0,6,40,19951115141700,20060905225400
543,550AD11,AD11,1417464.24,4183493.76,0,31,0,31,31,12,0,0,1,13,19951115141800,20060905225400
544,550AD10,AD10,1417461.87,4183406.79,0,42,0,42,42,18,1,0,0,19,19951115141800,20060905225400
545,550AD13,AD13,1417298.11,4183285.8,0,28,0,28,28,10,0,0,0,10,19951115141900,20060905225400
546,550AD09,AD09,1417402.87,4183291.33,0,41,0,41,41,20,0,0,2,22,19951115141900,20060905225400
547,550AD08,AD08,1417373.29,4183225.54,0,41,0,41,41,16,0,0,0,16,19951115141900,20060905225400
548,550AD07,AD07,1417387.23,4183160.98,0,40,0,40,40,18,0,0,1,19,19951115141900,20060905225400
549,550AD12,AD12,1417513.59,4183242.03,0,59,0,59,59,25,0,1,1,27,19951115141900,20060905225400
550,550AD02,AD02,1417705.59,4183461.04,0,54,0,54,54,16,0,2,0,18,19951115142000,20060905225400
551,550AD03,AD03,1417667.28,4183318,0,123,0,123,123,61,0,0,1,62,19951115142000,20060905225400
675,550BZ17,BZ17,1416140.4,4180029.3,0,24,0,24,24,11,1,0,0,12,19951116160300,20060905225500
676,550BZ35,BZ35,1416152.01,4179984.64,0,0,0,0,0,0,0,0,0,0,19951116160300,20060905225500
677,550BZ18,BZ18,1416234.5,4180007.91,0,21,0,21,21,11,0,0,1,12,19951116160300,20060905225500
678,550BZ19,BZ19,1416293.48,4180046.2,282.9,0,0,0,0,0,0,0,0,0,19951116160300,20060905225500
679,550BZ23,BZ23,1416390.08,4179961.99,0,26,0,26,26,10,0,0,0,10,19951116160300,20060905225500
680,550BZ22,BZ22,1416440.22,4180011.26,0,91,0,91,91,34,1,0,1,36,19951116160300,20060905225500
681,550BZ21,BZ21,1416436.57,4180036.87,71.5,0,0,0,0,0,0,0,0,0,19951116160300,20060905225500
682,550BZ20,BZ20,1416317.47,4180087.75,0,2,0,2,2,1,0,0,0,1,19951116160400,20060905225500
683,550BZ03,BZ03,1416435.97,4180112.43,0,94,0,94,94,40,0,0,0,40,19951116160400,20060905225500
684,550BZ02,BZ02,1416400.18,4180154.78,12.5,0,0,0,0,0,0,0,0,0,19951116160400,20060905225500
685,550BZ01,BZ01,1416254.25,4180123.43,12.7,0,0,0,0,0,0,0,0,0,19951116160400,20060905225500
686,550BZ05,BZ05,1416486.96,4179868.58,0,34,0,34,34,14,0,0,0,14,19951116160400,20060905225500
687,550BZ04,BZ04,1416579.64,4180076.89,0,329,0,329,329,153,0,0,1,154,19951116160400,20060905225500
688,550BZ16,BZ16,1416060.66,4179983.59,71.4,29,0,29,29,11,0,0,1,12,19951116160900,20060905225500
689,550BZ33,BZ33,1416071.06,4179979.27,288.2,3,0,3,3,1,0,0,0,1,19951116161000,20060905225500
690,550BZ34,BZ34,1416100.28,4179949.09,0,7,0,7,7,4,0,0,0,4,19951116161000,20060905225500
691,550BZ36,BZ36,1416170.31,4179921.06,0,10,0,10,10,5,1,0,0,6,19951116161000,20060905225500
692,550BZ27,BZ27,1416248.94,4179896.37,0,17,0,17,17,6,0,0,0,6,19951116161000,20060905225500
693,550CH01,CH01,1417591.36,4180612.27,0,143,0,143,143,56,0,0,2,58,19951116161800,20060905225500
694,550CH02,CH02,1417915.77,4180465.43,0,97,0,97,97,42,0,1,4,47,19951116161900,20060905225500
695,550CH05,CH05,1417658.69,4180469.39,0,111,0,111,111,42,0,1,1,44,19951116161900,20060905225500
696,550CH03,CH03,1417643.93,4180349.53,0,127,0,127,127,50,0,0,1,51,19951116161900,20060905225500
462,039AK04,AK04,1419375.83,4184827.99,0,26,0,26,26,16,0,0,1,17,19951114161500,20060905225400
463,039AK03,AK03,1419383.43,4184894.59,0,48,0,48,48,20,0,0,2,22,19951114161600,20060905225400
464,039AK02,AK02,1419400.47,4185038.3,0,89,0,89,89,37,0,1,1,39,19951114161600,20060905225400
465,039AK08,AK08,1419456.36,4185209.73,0,77,0,77,77,36,0,0,1,37,19951114161600,20060905225400
466,039AK09,AK09,1419460.84,4185268.5,60.4,40,0,40,40,15,0,0,2,17,19951114161600,20060905225400
467,039AK10,AK10,1419494.58,4185367.28,0,14,0,14,14,6,0,0,0,6,19951114161600,20060905225400
468,039AK11,AK11,1419538.14,4185333.57,0,15,0,15,15,7,0,0,1,8,19951114161600,20060905225400
469,039AK12,AK12,1419570.64,4185238.56,0,27,0,27,27,14,0,0,0,14,19951114161600,20060905225400
