,type,street_simple,code_riv,street_full,code_commune,type_full,code_riv_commune,COM_code_commune,COM_code_ilot,COM_nom_commune_maj,COM_abscisse,COM_ordonne,COM_orientation,COM_nom_commune,COM_date_creation,COM_date_modifiction,ILOT_code_ilot_normalise,ILOT_pop_municipale,ILOT_pop_compté_a_part,ILOT_pop_totale,ILOT_pop_sans_double_compte,ILOT_nbr_residence_prin,ILOT_nbr_residence_secon,ILOT_NB_LOG_O,ILOT_nbr_logement_vancant,ILOT_nbr_logement_total,QUAR_code_rivoli,QUAR_nom_quartier,QUAR_nom_voie,QUAR_type,QUAR_code_rivoli_commune,nom_street_1,nom_street_2,prenoms_join_1,sexe_join_1,nombre_prenoms_sexe_join_1,nombre_prenoms_join_1,proportion_join_1,prenoms_join_2,sexe_join_2,nombre_prenoms_sexe_join_2,nombre_prenoms_join_2,proportion_join_2,title_name_1,title_genre_1,title_name_2,title_genre_2,title_coef,street_genre,perso_nom_1,perso_genre_1,perso_nom_2,perso_genre_2
4050,pce,D'ARLAC,0375,Place d'Arlac ,18,Place,037518pl,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0375,Saint Augustin Tauzin Alphonse Dupeux,PLACE D'ARLAC,place,037518pl,d'arlac,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4051,rue,D'ARLAC,0377,Rue d'Arlac ,18,Rue,037718ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0377,Bordeaux maritime,RUE D'ARLAC,rue,037718ru,d'arlac,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4052,res,D'ARLAC,5044,Résidence d'Arlac ,18,Résidence,504418rã,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,,d'arlac,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4053,rue,D'ARLAC,0195,Rue d'Arlac ,16,Rue,019516ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,d'arlac,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4054,rue,D'ARMAGNAC,0380,Rue d'Armagnac ,18,Rue,038018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0380,Bordeaux sud,RUE D'ARMAGNAC,rue,038018ru,d'armagnac,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4055,rue,D'ARTIGUEMALE,0417,Rue d'Artiguemale ,18,Rue,041718ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0417,Saint Augustin Tauzin Alphonse Dupeux,RUE D'ARTIGUEMALE,rue,041718ru,d'artiguemale,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4056,rue,DE L'ASILE,0425,Rue de l'Asile ,18,Rue,042518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0425,Bastide,RUE DE L'ASILE,rue,042518ru,l'asile,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4057,rue,D'AUDENGE,0445,Rue d'Audenge ,18,Rue,044518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0445,Nansouty Saint-Genès,RUE D'AUDENGE,rue,044518ru,d'audenge,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4058,rue,AUGUIN,0455,Rue Auguin ,18,Rue,045518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0455,Saint Augustin Tauzin Alphonse Dupeux,RUE AUGUIN,rue,045518ru,auguin,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4059,rue,D'AUPERIE,0485,Rue d'Auperie ,18,Rue,048518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0485,Nansouty Saint-Genès,RUE D'AUPERIE,rue,048518ru,d'auperie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4060,rue,DES AYRES,0520,Rue des Ayres ,18,Rue,052018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0520,Centre-ville,RUE DES AYRES,rue,052018ru,ayres,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4061,rue,AZAM,0525,Rue Azam ,18,Rue,052518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0525,Bordeaux sud,RUE AZAM,rue,052518ru,azam,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4062,ave,AZAM,0320,Avenue Azam ,15,Avenue,032015av,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,azam,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4063,rue,DE BALACLAVA,0565,Rue de Balaclava ,18,Rue,056518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0565,Nansouty Saint-Genès,RUE DE BALACLAVA,rue,056518ru,balaclava,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4064,crs,BARBEY,0595,Cours Barbey ,18,Cours,059518co,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0595,Bordeaux sud,COURS BARBEY,cours,059518co,barbey,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4065,pass,BARDOS,0620,Passage Bardos ,18,Passage,062018pa,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0620,Bordeaux sud,PASSAGE BARDOS,passage,062018pa,bardos,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4066,imp,BARDOS,0615,Impasse Bardos ,18,Impasse,061518im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0615,Bordeaux sud,IMPASSE BARDOS,impasse,061518im,bardos,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4067,rue,BARRAU,0640,Rue Barrau ,18,Rue,064018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0640,Nansouty Saint-Genès,RUE BARRAU,rue,064018ru,barrau,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4068,rue,BEAUFLEURY,0725,Rue Beaufleury ,18,Rue,072518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0725,Bordeaux sud,RUE BEAUFLEURY,rue,072518ru,beaufleury,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4069,rue,DE FUMEL,3760,Rue de Fumel ,18,Rue,376018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3760,Nansouty Saint-Genès,RUE DE FUMEL,rue,376018ru,fumel,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4070,rue,FURTADO,3765,Rue Furtado ,18,Rue,376518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3765,Bordeaux sud,RUE FURTADO,rue,376518ru,furtado,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4071,rue,DE LA FUSTERIE,3770,Rue de la Fusterie ,18,Rue,377018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3770,Bordeaux sud,RUE DE LA FUSTERIE,rue,377018ru,fusterie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4072,rue,GABILLON,3775,Rue Gabillon ,18,Rue,377518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3775,Bordeaux sud,RUE GABILLON,rue,377518ru,gabillon,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4073,rue,DE GALARD,3790,Rue de Galard ,18,Rue,379018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3790,Nansouty Saint-Genès,RUE DE GALARD,rue,379018ru,galard,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4074,rue,GALIN,3805,Rue Galin ,18,Rue,380518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3805,Bastide,RUE GALIN,rue,380518ru,galin,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4075,imp,DES GANTS,3825,Impasse des Gants ,18,Impasse,382518im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3825,Saint Augustin Tauzin Alphonse Dupeux,IMPASSE DES GANTS,impasse,382518im,gants,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4076,rue,DES GANTS,3830,Rue des Gants ,18,Rue,383018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3830,Saint Augustin Tauzin Alphonse Dupeux,RUE DES GANTS,rue,383018ru,gants,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4077,rue,GARAT,3835,Rue Garat ,18,Rue,383518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3835,Bordeaux sud,RUE GARAT,rue,383518ru,garat,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4078,rue,GAUGEACQ,3875,Rue Gaugeacq ,18,Rue,387518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3875,Bordeaux sud,RUE GAUGEACQ,rue,387518ru,gaugeacq,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4079,pass,GAUGEACQ,3870,Passage Gaugeacq ,18,Passage,387018pa,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3870,Bordeaux sud,PASSAGE GAUGEACQ,passage,387018pa,gaugeacq,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4080,pce,GAVINIES,3890,Place Gavinies ,18,Place,389018pl,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3890,Saint Augustin Tauzin Alphonse Dupeux,PLACE GAVINIES,place,389018pl,gavinies,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4081,rue,GENSAN,3950,Rue Gensan ,18,Rue,395018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3950,Bordeaux sud,RUE GENSAN,rue,395018ru,gensan,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4082,rue,GENSONNE,3955,Rue Gensonne ,18,Rue,395518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3955,Centre-ville,RUE GENSONNE,rue,395518ru,gensonne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4083,rue,GERBIER,4020,Rue Gerbier ,18,Rue,402018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4020,Bordeaux sud,RUE GERBIER,rue,402018ru,gerbier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4084,rue,GOUBEAU,4095,Rue Goubeau ,18,Rue,409518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4095,Nansouty Saint-Genès,RUE GOUBEAU,rue,409518ru,goubeau,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4085,rue,GOUVEA,4120,Rue Gouvea ,18,Rue,412018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4120,Centre-ville,RUE GOUVEA,rue,412018ru,gouvea,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4086,rue,GRAMONT,4135,Rue Gramont ,18,Rue,413518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4135,Bordeaux sud,RUE GRAMONT,rue,413518ru,gramont,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4087,imp,GRAMONT,4130,Impasse Gramont ,18,Impasse,413018im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4130,Bordeaux sud,IMPASSE GRAMONT,impasse,413018im,gramont,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4088,rue,DE GRASSI,4160,Rue de Grassi ,18,Rue,416018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4160,Centre-ville,RUE DE GRASSI,rue,416018ru,grassi,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4089,rue,GRATELOUP,4170,Rue Grateloup ,18,Rue,417018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4170,Nansouty Saint-Genès,RUE GRATELOUP,rue,417018ru,grateloup,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4090,imp,GRATIOLET,4175,Impasse Gratiolet ,18,Impasse,417518im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4175,Bordeaux sud,IMPASSE GRATIOLET,impasse,417518im,gratiolet,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4091,rue,GRATIOLET,4180,Rue Gratiolet ,18,Rue,418018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4180,Bordeaux sud,RUE GRATIOLET,rue,418018ru,gratiolet,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4092,rue,DE GRAVELOTTE,4190,Rue de Gravelotte ,18,Rue,419018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4190,Bordeaux sud,RUE DE GRAVELOTTE,rue,419018ru,gravelotte,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4093,imp,GRENIER,4195,Impasse Grenier ,18,Impasse,419518im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4195,Bordeaux sud,IMPASSE GRENIER,impasse,419518im,grenier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4094,pass,GRENIER,4200,Passage Grenier ,18,Passage,420018pa,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4200,Bordeaux sud,PASSAGE GRENIER,passage,420018pa,grenier,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4095,rue,GUEPIN,4220,Rue Guepin ,18,Rue,422018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4220,Bordeaux sud,RUE GUEPIN,rue,422018ru,guepin,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4096,rue,DE GUIENNE,4240,Rue de Guienne ,18,Rue,424018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4240,Centre-ville,RUE DE GUIENNE,rue,424018ru,guienne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4097,cite,DUGAY,2890,Cité Dugay ,18,Cité,289018ci,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2890,Saint Augustin Tauzin Alphonse Dupeux,CITE DUGAY,cite,289018ci,dugay,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4098,cite,DULAMON,2900,Cité Dulamon ,18,Cité,290018ci,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2900,Bordeaux sud,CITE DULAMON - 196 SAINTE CATHERINE,cite,290018ci,dulamon,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4099,rue,DUMONTEIL,2920,Rue Dumonteil ,18,Rue,292018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2920,Saint Augustin Tauzin Alphonse Dupeux,RUE DUMONTEIL,rue,292018ru,dumonteil,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4100,cite,DUNOYER,2925,Cité Dunoyer ,18,Cité,292518ci,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2925,Saint Augustin Tauzin Alphonse Dupeux,CITE DUNOYER,cite,292518ci,dunoyer,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4101,pass,DURAND,2970,Passage Durand ,18,Passage,297018pa,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2970,Bastide,PASSAGE DURAND,passage,297018pa,durand,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4102,rue,ESMANGARD,3240,Rue Esmangard ,18,Rue,324018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3240,Bordeaux sud,RUE ESMANGARD,rue,324018ru,esmangard,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4103,rue,ETCHETO,3265,Rue Etcheto ,18,Rue,326518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3265,Nansouty Saint-Genès,RUE ETCHETO,rue,326518ru,etcheto,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4104,imp,FALGERAT,3370,Impasse Falgerat ,18,Impasse,337018im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3370,Centre-ville,IMPASSE FALGERAT,impasse,337018im,falgerat,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4105,imp,FAURE,8930,Impasse Faure ,18,Impasse,893018im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,,faure,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4106,rue,DES FAUSSETS,3400,Rue des Faussets ,18,Rue,340018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3400,Centre-ville,RUE DES FAUSSETS,rue,340018ru,faussets,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4107,imp,FAYE,3410,Impasse Faye ,18,Impasse,341018im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3410,Saint Augustin Tauzin Alphonse Dupeux,IMPASSE FAYE,impasse,341018im,faye,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
